id_element	data_type	family	range_inf	range_sup	color	filled_color	filled_transparence	svg_style	range_order
kpis.0095.01.successful_directed_retries_rate	kpi	bss	90	97	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	2
kpis.0095.01.successful_directed_retries_rate	kpi	bss	97	98	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.successful_directed_retries_rate	kpi	bss	98	99	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	4
kpis.0095.01.successful_directed_retries_rate	kpi	bss	99	100	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	5
kpis.0095.01.rate_ho_toolowqualup	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_ho_toolowqualup	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_ho_toolowqualup	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_ho_toolowqualup	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.rate_ho_toolowqualup	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.rate_ho_toolowlevup	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_ho_toolowlevup	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_ho_toolowlevup	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_ho_toolowlevup	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.rate_ho_toolowlevup	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.rate_ho_toolowqualdown	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_ho_toolowqualdown	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_ho_toolowqualdown	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_ho_toolowqualdown	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.rate_ho_toolowqualdown	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.rate_ho_toolowlevdown	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_ho_toolowlevdown	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_ho_toolowlevdown	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_ho_toolowlevdown	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.rate_ho_toolowlevdown	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.rate_ho_toolowpowbudg	kpi	bss	0	10	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	1
kpis.0095.01.rate_ho_toolowpowbudg	kpi	bss	10	20	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	2
kpis.0095.01.rate_ho_toolowpowbudg	kpi	bss	20	50	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_ho_toolowpowbudg	kpi	bss	50	60	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	4
kpis.0095.01.rate_ho_toolowpowbudg	kpi	bss	60	100	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	5
kpis.0095.01.trx_availability	kpi	bss	0	90	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	1
kpis.0095.01.trx_availability	kpi	bss	90	97	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	2
kpis.0095.01.trx_availability	kpi	bss	97	98	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.trx_availability	kpi	bss	98	99	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	4
kpis.0095.01.trx_availability	kpi	bss	99	100	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	5
kpis.0095.01.paging_success_rate	kpi	bss	0	90	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	1
kpis.0095.01.paging_success_rate	kpi	bss	90	97	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	2
kpis.0095.01.paging_success_rate	kpi	bss	97	98	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.paging_success_rate	kpi	bss	98	99	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	4
kpis.0095.01.paging_success_rate	kpi	bss	99	100	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	5
kpis.0095.01.location_update_success_rate	kpi	bss	0	90	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	1
kpis.0095.01.location_update_success_rate	kpi	bss	90	97	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	2
kpis.0095.01.location_update_success_rate	kpi	bss	97	98	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.location_update_success_rate	kpi	bss	98	99	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	4
kpis.0095.01.location_update_success_rate	kpi	bss	99	100	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	5
kpis.0095.01.sdcch_handover_success_rate_incoming	kpi	bss	0	90	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	1
kpis.0095.01.sdcch_handover_success_rate_incoming	kpi	bss	90	97	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	2
kpis.0095.01.sdcch_handover_success_rate_incoming	kpi	bss	97	98	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.sdcch_handover_success_rate_incoming	kpi	bss	98	99	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	4
kpis.0095.01.sdcch_handover_success_rate_incoming	kpi	bss	99	100	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	5
kpis.0095.01.sdcch_handover_success_rate_outgoing	kpi	bss	0	90	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	1
kpis.0095.01.sdcch_handover_success_rate_outgoing	kpi	bss	90	97	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	2
kpis.0095.01.sdcch_handover_success_rate_outgoing	kpi	bss	97	98	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.sdcch_handover_success_rate_outgoing	kpi	bss	98	99	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	4
kpis.0095.01.sdcch_handover_success_rate_outgoing	kpi	bss	99	100	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	5
kpis.0095.01.rate_ho_lowsignalstrenght	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_ho_lowsignalstrenght	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_ho_lowsignalstrenght	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_ho_lowsignalstrenght	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.rate_ho_lowsignalstrenght	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.rate_ho_highsignalstrenght	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_ho_highsignalstrenght	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_ho_highsignalstrenght	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_ho_highsignalstrenght	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.rate_ho_highsignalstrenght	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.rate_ho_toolongdistance	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_ho_toolongdistance	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_ho_toolongdistance	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_ho_toolongdistance	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.rate_ho_toolongdistance	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.rate_ho_msc_trig	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_ho_msc_trig	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_ho_msc_trig	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_ho_msc_trig	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.rate_ho_msc_trig	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.rate_ho_o_m	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_ho_o_m	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_ho_o_m	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_ho_o_m	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.rate_ho_o_m	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.rate_directed_retry	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_directed_retry	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_directed_retry	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_directed_retry	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.rate_directed_retry	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.rate_ho_rapid_level_drop	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_ho_rapid_level_drop	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_ho_rapid_level_drop	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_ho_rapid_level_drop	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.rate_ho_rapid_level_drop	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.rate_ho_toohighlevinterfup	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_ho_toohighlevinterfup	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_ho_toohighlevinterfup	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_ho_toohighlevinterfup	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.rate_ho_toohighlevinterfup	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.rate_ho_toohighlevinterfdown	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_ho_toohighlevinterfdown	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_ho_toohighlevinterfdown	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_ho_toohighlevinterfdown	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.rate_ho_toohighlevinterfdown	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.rate_ho_highlevneigcellprefband	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_ho_highlevneigcellprefband	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_ho_highlevneigcellprefband	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_ho_highlevneigcellprefband	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.rate_ho_highlevneigcellprefband	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.rate_ho_consbadsacchmicrocell	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_ho_consbadsacchmicrocell	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_ho_consbadsacchmicrocell	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_ho_consbadsacchmicrocell	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.rate_ho_consbadsacchmicrocell	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.rate_ho_toolowlevupmicrocell	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_ho_toolowlevupmicrocell	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_ho_toolowlevupmicrocell	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_ho_toolowlevupmicrocell	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.rate_ho_toolowlevupmicrocell	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.rate_ho_toolowlevdownmicrocell	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_ho_toolowlevdownmicrocell	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_ho_toolowlevdownmicrocell	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_ho_toolowlevdownmicrocell	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.rate_ho_toolowlevdownmicrocell	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.rate_ho_highlevneiglowcellslowms	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_ho_highlevneiglowcellslowms	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_ho_highlevneiglowcellslowms	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_ho_highlevneiglowcellslowms	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
kpis.0095.01.rate_ho_highlevneiglowcellslowms	kpi	bss	50	100	#000000	#FF0000	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF0000	5
kpis.0095.01.rate_tch_ho_atpt_toolowlevupinzone	kpi	bss	0	10	#000000	#009933	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#009933	1
kpis.0095.01.rate_tch_ho_atpt_toolowlevupinzone	kpi	bss	10	20	#000000	#33FF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#33FF00	2
kpis.0095.01.rate_tch_ho_atpt_toolowlevupinzone	kpi	bss	20	30	#000000	#FFFF00	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FFFF00	3
kpis.0095.01.rate_tch_ho_atpt_toolowlevupinzone	kpi	bss	30	50	#000000	#FF9900	0.5	stroke-opacity:1;stroke:#000000;fill-opacity:1;fill:#FF9900	4
